"tweet","created","favorited","retweeted","dayCreated","nytFlag","cnnFlag","foxFlag"
"Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion",2017-02-02 06:39:49,99229,24609,"Thurs",0,0,0
"Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them!",2017-02-02 06:34:36,123326,40029,"Thurs",0,0,0
"Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!",2017-02-02 06:25:40,125600,17019,"Thurs",0,0,0
"Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star!",2017-02-02 06:18:21,117070,16198,"Thurs",0,0,0
"If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?",2017-02-02 06:13:13,215553,59522,"Thurs",0,0,0
"Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!",2017-02-01 22:55:49,154793,37958,"Wed",0,0,0
"Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!",2017-02-01 22:06:14,95305,21384,"Wed",0,0,0
"Everybody is arguing whether or not it is a BAN. Call it what you want, it is about keeping bad people (with bad intentions) out of country!",2017-02-01 07:50:16,256466,61628,"Wed",0,0,0
"Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man, respected by all.",2017-01-31 22:45:26,254778,34903,"Tues",0,0,0
"Join me live from the @WhiteHouse.
https://t.co/LHOs4nAaGl",2017-01-31 20:01:03,54070,6728,"Tues",0,0,0
"Getting ready to deliver a VERY IMPORTANT DECISION!  8:00 P.M.",2017-01-31 19:31:08,104935,16772,"Tues",0,0,0
"When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!",2017-01-31 06:27:02,182271,39561,"Tues",0,0,0
"Nancy Pelosi and Fake Tears Chuck Schumer held a rally  at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!",2017-01-31 06:21:52,155364,31748,"Tues",0,0,0
"The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.",2017-01-30 19:45:50,129602,28360,"Mon",0,0,0
"The American dream is back. We’re going to create an environment for small business like we haven’t had in many, ma… https://t.co/Bh7SrNEgz1",2017-01-30 16:07:52,179881,35268,"Mon",0,0,0
"Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?",2017-01-30 09:23:49,166220,33269,"Mon",0,0,0
"I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.)",2017-01-30 08:43:25,129248,25468,"Mon",0,0,0
"If the ban were announced with a one week notice, the ""bad"" would rush into our country during that week. A lot of bad ""dudes"" out there!",2017-01-30 08:31:00,174709,36235,"Mon",0,0,0
"There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!",2017-01-30 07:27:05,176203,35724,"Mon",0,0,0
"protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!",2017-01-30 07:20:49,136298,24476,"Mon",0,0,0
"Only 109 people out of 325,000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage,.....",2017-01-30 07:16:30,133185,31562,"Mon",0,0,0
"I will be interviewed by @TheBrodyFile on @CBNNews tonight at 11pm. Enjoy!",2017-01-29 18:39:53,68864,11288,"Sun",0,0,0
"Statement Regarding Recent Executive Order Concerning Extreme Vetting: https://t.co/f6JO60I0Ul",2017-01-29 18:28:50,70443,17239,"Sun",0,0,0
"...Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.",2017-01-29 16:49:32,173001,42846,"Sun",0,0,0
"The joint statement of former presidential candidates John McCain &amp; Lindsey Graham is wrong - they are sadly weak on immigration. The two...",2017-01-29 16:45:58,109451,24222,"Sun",0,0,0
"Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!",2017-01-29 10:03:58,227613,60431,"Sun",0,0,0
"Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!",2017-01-29 08:08:18,222588,51466,"Sun",0,0,0
"Today, we remember the crew of the Space Shuttle Challenger, 31 years later. #NeverForget https://t.co/OhshQsFRfl",2017-01-28 10:42:58,172612,33126,"Sat",0,0,0
"...dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST",2017-01-28 08:16:17,107221,16281,"Sat",0,0,0
"Thr coverage about me in the @nytimes and the @washingtonpost gas been so false and angry that the times actually apologized to its.....",2017-01-28 08:08:42,80947,13940,"Sat",0,1,0
"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",2017-01-28 08:04:58,111354,21113,"Sat",0,1,0
"I promise that our administration will ALWAYS have your back. We will ALWAYS be with you! https://t.co/D0aOWhOH4X",2017-01-27 18:46:22,151615,29456,"Fri",0,0,0
"Congratulations Secretary Mattis! https://t.co/mkuhbegzqS",2017-01-27 17:00:47,113456,19352,"Fri",0,0,0
"Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk",2017-01-27 15:20:15,58752,10871,"Fri",0,0,0
".@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! https://t.co/1jb53SEGV4",2017-01-27 11:30:29,89791,16288,"Fri",0,0,0
"The #MarchForLife is so important. To all of you marching --- you have my full support!",2017-01-27 11:27:02,187836,46358,"Fri",0,0,0
"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits &amp; little help on the very weak border must change, NOW!",2017-01-27 08:19:10,163235,31235,"Fri",0,0,0
"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",2017-01-27 08:12:52,90215,17658,"Fri",0,0,0
"Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! https://t.co/MtPvaDC4jM",2017-01-26 18:53:37,114506,25276,"Thurs",0,0,0
"Will be interviewed by @SeanHannity on @FoxNews at 10:00pm tonight. Enjoy!",2017-01-26 18:45:28,74703,10834,"Thurs",0,0,1
"Spoke at the Congressional @GOP Retreat in Philadelphia, PA. this afternoon w/ @VP, @SenateMajLdr, @SpeakerRyan. Th… https://t.co/ALSADGrwoe",2017-01-26 14:21:17,73549,11496,"Thurs",0,0,0
"of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.",2017-01-26 08:55:03,117662,28650,"Thurs",0,0,0
"The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers...",2017-01-26 08:51:46,108782,26410,"Thurs",0,0,0
"Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!",2017-01-26 06:04:24,130521,28462,"Thurs",0,0,0
"Interview with David Muir of @ABC News in 10 minutes. Enjoy!",2017-01-25 21:48:25,54696,6603,"Wed",0,0,0
"""@romoabcnews: .@DavidMuir first @POTUS interview since taking office.  Tonight on @ABCWorldNews @ABC2020 tonight. https://t.co/I4Vz1mRdBK""",2017-01-25 21:45:32,45638,6553,"Wed",0,0,0
"As your President, I have no higher duty than to protect the lives of the American people. https://t.co/o7YNUNwb8f",2017-01-25 21:14:56,154654,29616,"Wed",0,0,0
"Beginning today, the United States of America gets back control of its borders. Full speech from today @DHSgov:… https://t.co/8aDaHsAhg9",2017-01-25 19:03:33,111693,23504,"Wed",0,0,0
"I will be interviewed by @DavidMuir tonight at 10 o'clock on @ABC. Will be my first interview from the White House.… https://t.co/4zuOrRdcoc",2017-01-25 17:05:59,77189,12659,"Wed",0,0,0
"I will be making my Supreme Court pick on Thursday of next week.Thank you!",2017-01-25 07:17:01,134392,22124,"Wed",0,0,0
"even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",2017-01-25 07:13:46,108876,19211,"Wed",0,0,0
"I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and....",2017-01-25 07:10:01,131933,26459,"Wed",0,0,0
"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",2017-01-24 21:37:48,197294,55293,"Tues",0,0,0
"If Chicago doesn't fix the horrible ""carnage"" going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!",2017-01-24 21:25:40,212886,57264,"Tues",0,0,0
"Congratulations to @FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @CNN - public is smart!",2017-01-24 21:16:19,165258,32689,"Tues",1,0,1
"Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. https://t.co/T0eIgO6LP8",2017-01-24 19:46:57,102540,19005,"Tues",0,0,0
"Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Off… https://t.co/aOxmfO0vOK",2017-01-24 12:49:17,133966,26181,"Tues",0,0,0
"Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together, we will #MAGA! https://t.co/OXdiLOkGsZ",2017-01-24 12:04:01,101059,16591,"Tues",0,0,0
"A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas! https://t.co/Uzp0ivvRp0",2017-01-24 11:58:06,111041,21236,"Tues",0,0,0
"Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!",2017-01-24 06:11:47,157033,24125,"Tues",0,0,0
"Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.",2017-01-23 06:38:16,181091,27208,"Mon",0,0,0
"Peaceful protests are a hallmark of our democracy. Even if I don't always agree, I recognize the rights of people to express their views.",2017-01-22 09:23:17,395989,83220,"Sun",0,0,0
"Wow, television ratings just out: 31 million people watched the Inauguration, 11 million more than the very good ratings from 4 years ago!",2017-01-22 07:51:36,220863,40870,"Sun",0,0,0
"Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly.",2017-01-22 07:47:21,216724,46773,"Sun",0,0,0
"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",2017-01-22 07:35:09,129483,17205,"Sun",0,0,0
"A fantastic day and evening in Washington D.C.Thank you to @FoxNews and so many other news outlets for the GREAT reviews of the speech!",2017-01-21 06:53:41,179937,23704,"Sat",0,0,1
"THANK YOU for another wonderful evening in Washington, D.C. TOGETHER, we will MAKE AMERICA GREAT AGAIN<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> https://t.co/V3aoj9RUh4",2017-01-20 23:56:15,294021,53442,"Fri",0,0,0
"TO ALL AMERICANS<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>
https://t.co/D7Es6ie4fY",2017-01-20 13:13:48,93566,16867,"Fri",0,0,0
"So to all Americans, in every city near and far, small and large, from mountain to mountain...https://t.co/cZKkrGXLSi",2017-01-20 13:00:43,87737,14277,"Fri",0,0,0
"It is time to remember that...https://t.co/ZKyOiOor62",2017-01-20 12:58:24,59935,9325,"Fri",0,0,0
"We will follow two simple rules: BUY AMERICAN &amp; HIRE AMERICAN!
#InaugurationDay #MAGA<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",2017-01-20 12:55:44,163703,38857,"Fri",0,0,0
"We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!",2017-01-20 12:54:36,176367,38323,"Fri",0,0,0
"The forgotten men and women of our country will be forgotten no longer. From this moment on, it’s going to be #AmericaFirst<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",2017-01-20 12:54:00,150184,35731,"Fri",0,0,0
"January 20th 2017, will be remembered as the day the people became the rulers of this nation again.",2017-01-20 12:53:17,221471,61739,"Fri",0,0,0
"What truly matters is not which party controls our government, but whether our government is controlled by the people.",2017-01-20 12:52:45,182945,43687,"Fri",0,0,0
"power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay",2017-01-20 12:51:58,92547,18763,"Fri",0,0,0
"Today we are not merely transferring power from one Administration to another, or from one party to another – but we are transferring...",2017-01-20 12:51:25,111229,20546,"Fri",0,0,0
"It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!",2017-01-20 07:31:53,272002,72078,"Fri",0,0,0
"Thank you for a wonderful evening in Washington, D.C. #Inauguration https://t.co/a6xpFQTHj5",2017-01-19 23:24:33,114507,21182,"Thurs",0,0,0
"Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together, we are going to MAKE AM… https://t.co/OSxa3BamHs",2017-01-19 19:40:51,168001,34787,"Thurs",0,0,0
"Join me at 4pm over at the Lincoln Memorial with my family!
#Inauguration2017 https://t.co/GQeQpJOgWz",2017-01-19 15:21:36,67189,12495,"Thurs",0,0,0
"Great Concert at 4:00 P.M. today at Lincoln Memorial. Enjoy!",2017-01-19 15:18:32,66368,8537,"Thurs",0,0,0
"On my way! #Inauguration2017 https://t.co/hOuMbxGnpe",2017-01-19 15:13:57,57312,9041,"Thurs",0,0,0
"the American people. I have no doubt that we will, together, MAKE AMERICA GREAT AGAIN!",2017-01-19 08:02:18,162145,39591,"Thurs",0,0,0
"Getting ready to leave for Washington, D.C. The journey begins and I will be working and fighting very hard to make it a great journey for..",2017-01-19 08:00:13,152153,26156,"Thurs",0,0,0
"""It wasn't Donald Trump that divided this country, this country has been divided for a long time!"" Stated today by Reverend Franklin Graham.",2017-01-19 07:52:22,126885,28250,"Thurs",0,0,0
"Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C.… https://t.co/Qj5cpfaykD",2017-01-18 23:01:40,83465,16565,"Wed",0,0,0
"Great seeing @TheLeeGreenwood  and Kimberly at this evenings VP dinner! #GodBlessTheUSA https://t.co/SxVmaWvOFT",2017-01-18 20:54:13,65723,10205,"Wed",0,0,0
"Looking forward to a speedy recovery for George and Barbara Bush, both hospitalized. Thank you for your wonderful letter!",2017-01-18 17:21:02,137663,21459,"Wed",0,0,0
"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday.… https://t.co/J0ojOXjrga",2017-01-18 12:33:25,109295,21471,"Wed",0,0,0
".@TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!",2017-01-18 09:03:53,66752,11538,"Wed",0,0,0
"No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!",2017-01-18 08:06:58,58243,10778,"Wed",0,0,0
"""Bayer AG has pledged to add U.S. jobs and investments after meeting with President-elect Donald Trump, the latest in a string..."" @WSJ",2017-01-18 08:00:51,59010,12143,"Wed",0,0,0
"to the U.S., but had nothing to do with TRUMP, is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me!",2017-01-18 07:44:03,58724,11688,"Wed",0,0,0
"Totally biased @NBCNews went out of its way to say that the big announcement from Ford, G.M., Lockheed &amp; others that jobs are coming back...",2017-01-18 07:34:09,48930,10344,"Wed",0,0,0
"Will be interviewed by @ainsleyearhardt on @foxandfriends - Enjoy!",2017-01-18 06:53:24,38106,5720,"Wed",0,0,0
"Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!",2017-01-17 12:55:38,105659,21889,"Tues",0,0,0
"""How Trump Won--And How The Media Missed It"" https://t.co/Hfab41h65X",2017-01-17 12:36:45,43627,11636,"Tues",0,0,0
"""thought it would be hypocritical to attend Bush's swearing-in....he doesn't believe Bush is the true elected president."" Sound familiar! WP",2017-01-17 09:52:39,65233,14211,"Tues",0,0,0
"John Lewis said about my inauguration, ""It will be the first one that I've missed."" WRONG (or lie)! He boycotted Bush 43 also because he...",2017-01-17 09:46:27,68025,16496,"Tues",0,0,0
"country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing ""big stuff.""",2017-01-17 09:36:26,57141,10591,"Tues",0,0,0
"With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our.....",2017-01-17 09:30:19,60063,11208,"Tues",0,0,0
"The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.",2017-01-17 08:11:56,108454,24896,"Tues",0,0,0
"People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!",2017-01-17 08:05:10,122503,25360,"Tues",0,0,0
"""@drgoodspine: @realDonaldTrump @Ivanka Trump is great, a woman with real character and class.""",2017-01-16 21:08:21,47731,8317,"Mon",0,0,0
"At 9:00 P.M. @CNN, of all places, is doing a Special Report on my daughter, Ivanka. Considering it is CNN, can't imagine it will be great!",2017-01-16 20:49:38,59146,11742,"Mon",1,0,0
"""@levisteveholt: @realDonaldTrump I appreciate your use of Twitter to keep us informed and maintain transparency."" Very dishonest media!",2017-01-16 20:42:18,62173,12717,"Mon",0,0,0
"Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!",2017-01-16 08:54:52,163605,38627,"Mon",0,0,0
"much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",2017-01-15 19:29:05,59986,14243,"Sun",0,0,0
".@FoxNews ""Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand."" Oh really, couldn't do...",2017-01-15 19:16:20,46175,11645,"Sun",0,0,1
".@NBCNews is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!",2017-01-15 17:46:33,86212,19221,"Sun",0,0,0
"about that...Those Intelligence chiefs made a mistake here, &amp; when people make mistakes, they should APOLOGIZE."" Media should also apologize",2017-01-15 15:13:00,71603,15580,"Sun",0,0,0
"Thank you to Bob Woodward who said, ""That is a garbage document...it never should have been presented...Trump's right to be upset (angry)...",2017-01-15 15:04:38,70871,16357,"Sun",0,0,0
"For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!",2017-01-15 14:00:21,129873,30076,"Sun",0,0,0
"will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!",2017-01-15 09:02:41,79635,15470,"Sun",0,0,0
"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..",2017-01-15 08:59:29,80508,16420,"Sun",0,0,0
"Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!",2017-01-14 20:58:57,123269,25631,"Sat",0,0,0
"Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!",2017-01-14 19:22:01,97082,22457,"Sat",0,0,0
"INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS ""A COMPLETE FRAUD!""  @OANN",2017-01-14 08:14:13,69765,19379,"Sat",0,0,0
"mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",2017-01-14 08:07:12,78336,16885,"Sat",0,0,0
"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......",2017-01-14 07:50:26,89614,21419,"Sat",0,0,0
"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",2017-01-13 12:42:42,111117,21546,"Fri",0,0,0
"The ""Unaffordable"" Care Act will soon be history!",2017-01-13 06:33:24,131901,30651,"Fri",0,0,0
"It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....",2017-01-13 06:05:55,73847,17570,"Fri",0,0,0
"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",2017-01-13 05:49:34,82251,16930,"Fri",0,0,0
"Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!",2017-01-12 12:41:11,87449,19676,"Thurs",0,0,0
".@CNN is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!",2017-01-12 09:22:21,130004,36030,"Thurs",1,0,0
"Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. @LBPerfectMaine",2017-01-12 08:50:13,94115,21841,"Thurs",0,0,0
"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",2017-01-12 07:23:45,72973,17453,"Thurs",0,0,0
"""@zhu_amy3: @realDonaldTrump It's Morning in America again!!!  <U+2600><U+FE0F><U+2600><U+FE0F><U+2600><U+FE0F>Thank you President-Elect Donald Trump!!! So proud of you!!!!"" THANKS!",2017-01-11 23:24:52,53197,9548,"Wed",0,0,0
"We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on",2017-01-11 23:01:38,119769,28670,"Wed",0,0,0
"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",2017-01-11 07:48:52,110342,32348,"Wed",0,0,0
"I win an election easily, a great ""movement"" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!",2017-01-11 07:44:05,117174,29179,"Wed",0,0,0
"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",2017-01-11 07:31:31,87120,23803,"Wed",0,0,0
"Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!",2017-01-11 07:13:40,67527,17906,"Wed",0,0,0
"'BuzzFeed Runs Unverifiable Trump-Russia Claims' #FakeNews 
https://t.co/d6daCFZHNh",2017-01-10 21:00:11,46275,15318,"Tues",0,0,0
"FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!",2017-01-10 20:19:23,96017,29957,"Tues",0,0,0
"'Trump Helps Lift Small Business Confidence to 12-Yr. High'
https://t.co/MhbABREhzt https://t.co/CWAvJ4fRdx",2017-01-10 17:30:53,44186,10682,"Tues",0,0,0
"'Small business optimism soars after Trump election' https://t.co/WjBaTp824U",2017-01-10 15:50:31,50514,12015,"Tues",0,0,0
"'U.S. Small-Business Optimism Index Surges by Most Since 1980'
https://t.co/X22x1BttdG",2017-01-10 10:26:22,42717,11351,"Tues",0,0,0
"Thank you to all of the men and women who protect &amp; serve our communities 24/7/365! 
#LawEnforcementAppreciationDay… https://t.co/aqUbDipSgv",2017-01-09 21:20:01,94418,23535,"Mon",0,0,0
"An old picture with Nancy and Ronald Reagan. https://t.co/8kvQ1PzPAf",2017-01-09 17:32:33,125512,25445,"Mon",0,0,0
"Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford &amp; Fiat C!",2017-01-09 09:16:34,111338,23839,"Mon",0,0,0
"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...",2017-01-09 09:14:10,102507,23758,"Mon",0,0,0
"""groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!",2017-01-09 06:43:26,70442,16402,"Mon",0,0,0
"Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him.......",2017-01-09 06:36:02,85742,21821,"Mon",0,0,0
"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....",2017-01-09 06:27:50,125484,38351,"Mon",0,0,0
"Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!",2017-01-09 06:17:40,38396,7419,"Mon",0,0,0
"Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!",2017-01-08 23:05:31,79564,19511,"Sun",0,0,0
"Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!",2017-01-08 13:56:20,75413,20946,"Sun",0,0,0
"Kellyanne Conway went to @MeetThePress this morning for an interview with @chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!",2017-01-08 11:46:07,59275,18289,"Sun",0,0,0
"""@FoxNews: ""We certainly don’t want intelligence interfering with politics and we don’t want politics interfe… https://t.co/bwDjEg1d7S""",2017-01-08 11:39:14,35707,8167,"Sun",0,0,1
"""@KellyannePolls: Welcome to President and Mrs. Bush.  
https://t.co/I1K4nj1gVu"" Very nice!",2017-01-08 11:36:46,29218,5506,"Sun",0,0,0
"I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!",2017-01-07 21:07:09,86707,17596,"Sat",0,0,0
"Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter &amp; star",2017-01-07 18:54:05,66329,12361,"Sat",0,0,0
"both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!",2017-01-07 10:21:42,71315,16616,"Sat",0,0,0
"have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....",2017-01-07 10:10:46,79717,18988,"Sat",0,0,0
"Having a good relationship with Russia is a good thing, not a bad thing. Only ""stupid"" people, or fools, would think that it is bad! We.....",2017-01-07 10:02:20,102704,29953,"Sat",0,0,0
"Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!",2017-01-07 07:03:31,85472,20124,"Sat",0,0,0
"Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!",2017-01-07 06:56:29,70301,18607,"Sat",0,0,0
"Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!",2017-01-06 22:53:38,68991,16739,"Fri",0,0,0
"Happy Birthday @EricTrump!
https://t.co/bJaEY7qFSn",2017-01-06 19:07:09,49084,7863,"Fri",0,0,0
"Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!",2017-01-06 14:30:09,97616,22602,"Fri",0,0,0
"I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.",2017-01-06 11:51:37,94015,26289,"Fri",0,0,0
"Anna Wintour came to my office at Trump Tower to ask me to meet with the editors of Conde Nast &amp; Steven Newhouse, a friend. Will go this AM.",2017-01-06 09:18:51,35567,6586,"Fri",0,0,0
"being a movie star-and that was season 1 compared to season 14. Now compare him to my season 1. But who cares, he supported Kasich &amp; Hillary",2017-01-06 07:42:53,41829,8974,"Fri",0,0,0
"Wow, the ratings are in and Arnold Schwarzenegger got ""swamped"" (or destroyed) by comparison to the ratings machine, DJT. So much for....",2017-01-06 07:34:37,39778,9524,"Fri",0,0,0
"Hopefully, all supporters, and those who want to MAKE AMERICA GREAT AGAIN, will go to D.C. on January 20th. It will be a GREAT SHOW!",2017-01-06 07:05:01,67287,14647,"Fri",0,0,0
"and knew they were in big trouble - which is why they cancelled their big fireworks at the last minute.THEY SAW A MOVEMENT LIKE NEVER BEFORE",2017-01-06 06:45:47,42335,8421,"Fri",0,0,0
"Hillary and the Dems were never going to beat the PASSION of my voters. They saw what was happening in the last two weeks before the......",2017-01-06 06:39:35,52308,10763,"Fri",0,0,0
"The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!",2017-01-06 06:19:49,67013,19463,"Fri",0,0,0
"So how and why are they so sure about hacking if they never even requested an examination of the computer servers? What is going on?",2017-01-05 19:40:03,72182,21019,"Thurs",0,0,0
"The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia......",2017-01-05 19:30:15,58185,19057,"Thurs",0,0,0
"How did NBC get ""an exclusive look into the top secret report he (Obama) was presented?"" Who gave them this report and why? Politics!",2017-01-05 19:24:34,69253,20947,"Thurs",0,0,0
