"from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count"
"153080620724","Donald J. Trump","Great meeting with the U.S. House Deputy Whip team to discuss our Obamacare replacement plan. #ReadTheBill https://housegop.leadpages.co/healthcare/","2017-03-08T00:30:13+0000","photo","https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158760156905725/?type=3","153080620724_10158760156905725","16783","2917","868"
"153080620724","Donald J. Trump","Exxon Mobil’s $20 billion investment program is creating more than 45,000 JOBS! A spirit of optimism is sweeping the country and this is only the beginning.","2017-03-07T22:01:02+0000","photo","https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158758723980725/?type=3","153080620724_10158758723980725","33921","2815","2977"
"153080620724","Donald J. Trump","Disastrous Obamacare is coming to an end. Our new plan will promote competition, lower costs, and ensure quality, affordable health insurance for every American!","2017-03-07T19:20:03+0000","photo","https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158758714140725/?type=3","153080620724_10158758714140725","38746","6396","2439"
"153080620724","Donald J. Trump","""A new chapter of AMERICAN GREATNESS is now beginning."" - President Donald J. Trump #MAGA","2017-03-07T15:08:49+0000","photo","https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158757888920725/?type=3","153080620724_10158757888920725","34718","4323","2431"
"153080620724","Donald J. Trump","President Donald J. Trump's tentative schedule for Tuesday, March 7th:

Speaks with President Uhuru Kenyatta of Kenya by telephone
Receives daily intelligence briefing
Leads policy discussion with Senator Tom Cotton and Senator David Perdue
Leads meeting with the U.S. House Deputy Whip team
Meets with Richard Trumka, President of AFL–CIO
Visits with the Boy Scouts of America","2017-03-07T13:01:13+0000","status","","153080620724_10158757339185725","37915","5489","2374"
